gene_id,bits,source,family_id,split_role,generator_parameters,seed,parent_old_index,parameter_regime,selection_method,selection_rank,selection_distance_squared,display_region_id,experiment_groups,magnet_cells,raw_bits,raw_gene_id,repair_changed_cells,repair_passes,nearest_old_train_hamming,magnet_area_sector_mm2,magnet_area_full_motor_mm2,status
002d82f2d06fe62881bda74abbb777d013d54b9210cb90cf8f2ff526b513a1b9,001000001000100000100001110001111101000110000110000110010010010011010011011111011101010101010110100010000000000000000000,L,L/pool/field_04545/attempt_0/params_9579b6cd91d12843,train,"{""attempt"": 0, ""m"": 45, ""scale"": [0.5, 2]}",13349480423077743689,,same_range,G,866,0.0021234053803952675,2,G-S;G-E,44,001000001000100000100001110001111101000110000110000110010010010011010011011111011101010101010110100010000000000000000100,76198515a837da42791d30156556ab33539b247b68e5271db6527ebb6369ea87,1,1,34,42.0014018887877,168.0056075551508,pending
003eb433f97172cfc439d879cf7bc3fbeaadb1b15bc2a4f41564ddc4b881af8f,111111010101000011110111111110110010111011011111101111110111111111111111111111111111111111111101111110111111111101111011,P,P/parent/62946/pool,train,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[5, 4, 1, 2], [2, 17, 1, 2]]}",13349480423077743689,62946,same_range,F,914,0.018266669136942512,6,F-S;F-E,100,111111010101000011110111111110010010111011011111101101110111111111111111111101111111111111011101111110111111101101111011,91fe16e09d6ff5dd9885d9620afebbddea7e6cdfd6e76afe83cb8ac4d8011bb5,5,1,9,95.10945878735689,380.43783514942754,pending
00649cc162bd198cd939bacf9e2a259f2ee39249947cd13d87cd29a2524c5d7a,100110100010110101011110011111111010111000110010111001110000100001100011100001110000100011110011100111011111000011000011,P,P/parent/28727/pool,train,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[2, 11, 3, 5], [3, 6, 3, 5]]}",13349480423077743689,28727,same_range,G;F,G:824;F:685,see train_G.csv and train_F.csv,G:10;F:7,G-S;G-E;F-S;F-E,63,100110100010110101011110011111111010111000110010011001110000100001101011100001110000100011110011100111011111000011010010,6aaf3616defc59180eac7e69c971caccb2b3644a0547a8bd92321ea0db685cd3,4,1,31,59.856137120092356,239.42454848036942,pending
00777d0214d2e180e17a404931bac23f5d837ca0b0fd211c5348922110ef5a7a,111111111110101000001110100000010011010110010100110100001000000000111000010010100011011011111011100111111100001101111111,L,L/pool/field_01012/attempt_0/params_62f4496211d21efb,train,"{""attempt"": 0, ""m"": 61, ""scale"": [0.5, 0.5]}",13349480423077743689,,same_range,G,432,0.002404322823716042,3,G-S;G-E,63,010111111110101000001110100000010011010110010100110100001000000010111000010010100011011010111011100111111100001101111111,4fa5043824901eabae56899f3cb4ba0fb1636b644c9b9150a2f9b19b6153128c,4,1,42,59.77497185401676,239.09988741606705,pending
009b09d6c022a83f5058364b11942e52d66a0656c1844f8c43ba02823e74271a,000000000000000000000001000001000001001100000010000000010000110000000101001110100000010001100001000001110000000000011000,U,U/pool/field_01847/attempt_0/params_4c5c33528a33561c,train,"{""attempt"": 0, ""m"": 29}",13349480423077743689,,same_range,G,389,0.0019746843809901513,2,G-S;G-E,24,001000000000000000000001100001000001001100100010000000010001110000000101001110100000010001100001000001110000000001011000,7e285e161818f515173db878856983ce24c57beca5028919352017d249a1dec6,5,1,43,22.878865201382638,91.51546080553055,pending
009ddc00d5a6dd35a3d95dfe4437fe767088660b67a65015729d776f58e1d16e,110000111011111101101110010111110111100011111111111111011110001010111000110000111000101000101100111001111011110000111011,P,P/parent/58988/pool,train,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[2, 0, 3, 5], [3, 10, 3, 5]]}",13349480423077743689,58988,same_range,G,1002,0.0020242580474585234,1,G-S;G-E,75,110000111011111101101110010111110111100011111111111111011110001010111000110000111001101000101100111001011011110000011011,a6793ec93602bb70234b412b4b4b4427993630df87a9ba6c56765e9c048a3cda,3,1,31,70.91409297022847,283.65637188091387,pending
00a8e06a2172351ed663fa1588c954233535c9ddb780fe7297dc1fd62b93f5f5,111111111111111111111111111111111111111111111111111111111000110000100000100000000000000000000000000000000000000000000000,B,B/pool/field_00036/attempt_0/params_5022a49c23f5b9b7,train,"{""attempt"": 0, ""m"": 60, ""scale"": [2, 4]}",13349480423077743689,,same_range,F,154,0.12437078961797687,7,F-S;F-E,61,111111111111111111111111111111011111111111111111111111111000110000100000100000000000000000000000000000000000000000000000,d1c540763857ef2ee3b2f264ac70d6894ec17341edad9785a4985eda3f4ccc76,1,1,38,57.807525804344905,231.23010321737962,pending
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,110101110101110100100100000000101100111000111111110000110000110000100011011000111110111110111101111111100011101100101110,P,P/parent/13439/pool,train,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[3, 2, 3, 5], [3, 8, 3, 5]]}",13349480423077743689,13439,same_range,F,1012,0.023574076059450194,9,F-S;F-E,67,010101110101110100100100000000101100111000111111010000110000110000100011011000111110111110011101111111100011101100101110,01db7eec3682803cd9b9d7763e9cc35b501f9d7156e476a9f94c756399224d85,3,1,33,63.15794014404672,252.63176057618688,pending
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,001110001110100001011011100011111011111111111101011110000101000101001110111111111000111111100011110111101111001101010101,P,P/parent/32163/test,test,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[0, 9, 2, 3], [4, 10, 1, 2]]}",3862549395330453298,32163,same_range,,,,,G-S;F-S;G-E;F-E,76,101010001110100001011011100011111010111111111101011110000101000101001110111111111000111111100011110111101111001101010101,fd4a19bd853bd7417b898a9c54815e4a2dce549401980d39253d3ba1fa71614a,3,1,11,72.53902159706149,290.15608638824597,pending
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,111111100111000100000001000001000000000001000011111111111111111111111111111111111111111111111111111111111111111111111111,L,L/pool/field_03795/attempt_0/params_e174ec5e6b5c055c,train,"{""attempt"": 0, ""m"": 88, ""scale"": [1.5, 2]}",13349480423077743689,,same_range,F,152,0.09520391331602202,6,F-S;F-E,88,111111100111000100000001000001000000000001000011111111111111111111111111111111111111111111111111111111111111111111111111,00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,0,0,22,83.93787156471497,335.75148625885987,pending
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,001000001100110011001110111010110001110010100110011100100111100110110101111100111000111000111010100110001110010100101110,P,P/parent/30839/dev,dev,"{""attempt"": 0, ""rectangles_r_a_h_w"": [[0, 15, 1, 2], [1, 16, 2, 3]]}",5722876337384258552,30839,same_range,,,,,G-S;F-S;G-E;F-E,63,101000001100110011001110111010010001110010100110011100100111100110110101111100011000111000111010100110001110010100101110,0a14ce81e1074c656b96b10278cff9263165d0d0005b2b78ee195efd08f5ea15,3,1,11,59.53147605579008,238.12590422316032,pending
