gene_id,bits,source,family_id,split_role,generator_parameters,seed,parent_old_index,parameter_regime,selection_method,selection_rank,selection_distance_squared,display_region_id,experiment_groups,magnet_cells,raw_bits,raw_gene_id,repair_changed_cells,repair_passes
09b32826c5ae968842a9defaeb2e99b9af355a027d8533b0e90f38ae5b4b3b77,000011001101001101110110111111111100111100111110010101101111010100111100111101111101111101111011111111111110111110100101,U,U/pool/field_00000/attempt_0/params_bd47cfaa98569f28,candidate_train,"{""attempt"": 0, ""m"": 81}",13349480423077743689,,same_range,,,,,,84,000011101101001101110110011111111100110100111110010101101111010100111100111101111101111101101011111111101110111110100101,80eccec20da6163db1a36a24e2d5fa700ca7eabdb9f18b95f7d43940fa03b5e8,5,1
a6b3b0d7de4ed73b651f15020ae1a684612df9c0479e2eba061ff57939ec5ab1,111111111101111011111111111111011111011111111111111111111111111111111111111111110111101111111111111111011111101111111111,U,U/pool/field_00001/attempt_0/params_4b7b181bc60f0379,candidate_train,"{""attempt"": 0, ""m"": 106}",13349480423077743689,,same_range,,,,,,112,111111111101111011011111111111011111011110111111101011111111110101111111111111110111101111111111111111011111101111111111,d7e6aea90505e474afb4b5577a5e4ada9fc944c5ec0609cc7f88188d069319e4,6,1
9711c128d1e824980665b16a79284f319ccad6b9205483eacc5f36d3c1046114,111100110100110111111111111111111111111101111011000101011110110101111010001010111011111011111011101101110011001111010111,U,U/pool/field_00002/attempt_0/params_e9f5d914ec1474fb,candidate_train,"{""attempt"": 0, ""m"": 82}",13349480423077743689,,same_range,,,,,,87,111100010100110111111111011111111111011101111011000101011110110101111010001010111011111010111011101101110011001110010111,0eb2563c65f992d1468a4998805eae36ce8ccf8354bfe8ea85b07c47d4106d7a,5,1
4954d6bad1f63d49e945646bb20e142a0f948c8a2ed41174a7f9232980ea681a,010111100111100001001101000001000001011011110101100110011001110111001011101111101111111111111111001111011000111101001101,U,U/pool/field_00003/attempt_0/params_38f868af0740741d,candidate_train,"{""attempt"": 0, ""m"": 73}",13349480423077743689,,same_range,,,,,,73,010111100111100001001101100001000001011011110101100110011001110111001011101111101111111101111111001111011000111101001101,d18e6f4177e4abac77695d155291e58a87177d9304258f514dfc270020249bd3,2,1
fb0d4f6d4652f53658ca330d0880edd8b68d22aa97f2c95dfa6a87338553e73a,001000001000011100001011001011011110000001001010011000100010010010010000100000011001101011110000100101111010101101011100,U,U/pool/field_00004/attempt_0/params_bb65b3c23ba9afda,candidate_train,"{""attempt"": 0, ""m"": 50}",13349480423077743689,,same_range,,,,,,49,001001001000011100001011001011011110000001001010011000100010010010010000100000011001101011110000100101111010101101011100,8db1d578bd0140786739a7931a307d80f3d9400f25c36442738a28c9a41268e0,1,1
bc6f6dd05a140f6a2097e7ef72ea3b2ecaf6c54b95bf19c7b94f24f1e36c2492,001111001100111011011111101100011110101110001101111001100111111101111000111100111010011101101111111111111111111111111111,U,U/pool/field_00005/attempt_0/params_b7639fbf2050db40,candidate_train,"{""attempt"": 0, ""m"": 84}",13349480423077743689,,same_range,,,,,,87,101111001100111011011111101100011110101110001101111001100111111101011000111100111010011101101111111101111111111111101110,0b5d0bcec95cc7dd84d42525fb418694b9976d09ac95247f55128826b66056ba,5,1
39ae5af220b1778a889d364862cfeaa68b1993eeb5fca9477cf31f27e3f7feb2,000000000000000100001000000000000000000000000001000001001000010000100000000000000000000100000010000001000000000000000000,U,U/pool/field_00006/attempt_0/params_d249e816b086a6fa,candidate_train,"{""attempt"": 0, ""m"": 18}",13349480423077743689,,same_range,,,,,,10,000100000000000100001000000000010000000000000001000001001000010000100010000000100001000100010010000001000000000010001000,ced04508a083400ae1a35109383a67fcd9c26376ac8d591a2307da39b8495d09,8,1
8a5d67526f8cbc6cb0cf77c38fac73e6d857b654842a5bdff0a0cfea24c8656f,000000000000110000000000000100001000000010000010000000001100000000000000000000000000000000000000000000000000000000011000,U,U/pool/field_00007/attempt_0/params_b726e7734380c12a,candidate_train,"{""attempt"": 0, ""m"": 20}",13349480423077743689,,same_range,,,,,,10,010000000001110100000000000101001000000010010010000000001100100000000000000000000001000000000000000000001001000000011001,74a96249c99add72ab76c3192d866ba29a675c7466113f1250804a103089aa51,10,1
5c356ffe06d6a873a7da582a9165603e3631af3e7af97b38bb2a14fc572ad424,001111001111000101001110010011110000110000001000010100000100000010000101000010110100110101100001101101110011011010000100,U,U/pool/field_00008/attempt_0/params_0d2bfd4f627fb2c1,candidate_train,"{""attempt"": 0, ""m"": 51}",13349480423077743689,,same_range,,,,,,49,101111001111000101001110010011110000110000001001010100000100000010000101000010110100110101100001101101110011011010000100,c81805ce79b1199210748ab98763d3d26d9927be4da25412e18dd177be02d993,2,1
b7718503ed9f28f69eb363815e369899ce3b2b88d215f6ffdaf8f3798b2909be,000100001110001010001001010100011001100110010000111110100111000011111111110100100000010100010111010101111110110101100110,U,U/pool/field_00009/attempt_0/params_7e7de0c8a170b711,candidate_train,"{""attempt"": 0, ""m"": 58}",13349480423077743689,,same_range,,,,,,59,000100001110001010001001010100011001100110010000111110100111000010111111110100100000010100010111010101111110110101100110,39eb0e0951d345cad52d4407b7d1bb180d20a647bbd8be673aeb6088cd2bb6c2,1,1
0d47222cd49a6e9e7bba6576cb4eeb6344e02c3b080a6b70538c7752801db46a,001000010000000001101110010100100000001000001110101010010001001000000110001000001000000100000010000010001101001011000001,U,U/pool/field_00010/attempt_0/params_c66b3b341358ab1f,candidate_train,"{""attempt"": 0, ""m"": 37}",13349480423077743689,,same_range,,,,,,34,001001010000000001101110010100100000001000001110101010010001001000000110001000001000000100000010000010101101001011100001,89367e650acade84335a8463beca9b8b3912f663bb48e7291b1bd40fc629b5fe,3,1
eb320c113a046515ec05e1a3fa3fcc6aa28d840a664f6135c3c3ec4c0dce17b5,110011111110111101111111111111111111111111111111111111111111111111111111111111111111101111011111111111111111111111111111,U,U/pool/field_00011/attempt_0/params_5572bd8457b2521e,candidate_train,"{""attempt"": 0, ""m"": 107}",13349480423077743689,,same_range,,,,,,114,110011111110111101111111110111011111110111111111111111111111111011111111111111111011101111011111111111111111111111011101,50ab8f17bcecdb6ffa28c71f6d8bc103bfac8030cca2a4a2dcbd9f1982b8954d,7,1
3af94c338a58022676b18b3687d2ad762246c0a27019f20369471e407e8974fa,111111110011011010100101100111110111111111101111010101101001111111111111111100111111111101111011111101111110111101000111,U,U/pool/field_00012/attempt_0/params_bfeb4b4342dde20f,candidate_train,"{""attempt"": 0, ""m"": 89}",13349480423077743689,,same_range,,,,,,92,111111110011011010100101100111110111111110101111010101101001111111110111111100111111111101111011111101011110111101000111,bb8479ffb128697b77e1f85869081791474a44d586d25c253470776fced7cbc2,3,1
73383bb82c4020d1a1b4356aa0644f4e738094df0cbce831e8ecbe9a28ed39de,111111111111111111111111111111111111111111111111111111111110111101111111111111110111111011111111101111101111111111111111,U,U/pool/field_00013/attempt_0/params_4ebcfa6945c2fe37,candidate_train,"{""attempt"": 0, ""m"": 108}",13349480423077743689,,same_range,,,,,,114,111111011111111111111110111011111111111111111110111111101110111101111111111111110111111011111111101101101111111111111111,ad9e70ec10b931a5bd9bb2d6cee6466473c57a5a06f9563bd58d610324a69698,6,1
09e023fa95ed82ef678f6bad25a758aee1c123917604032db184a75d09b10d9c,000000000000111000010000100011010001100001100010100000100000000000010000011000000100000000000100000100110001000001000000,U,U/pool/field_00014/attempt_0/params_92077f8c2ec03eab,candidate_train,"{""attempt"": 0, ""m"": 30}",13349480423077743689,,same_range,,,,,,25,010001000000111000010000100011010001100001100010100000100000000000010000011000000100000000010100000100110001000001100100,d7d0283f3f37f9b2282215e38c8f574dfe410ff5f14602026dd841553bdf0521,5,1
565880c5a7ff7a1ac1a09c4527d239808ae3b33b2bd812a4ec6d9126e8bbec1f,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100010000111000000000000000000000,U,U/pool/field_00015/attempt_0/params_cefaea21f936bbd5,candidate_train,"{""attempt"": 0, ""m"": 15}",13349480423077743689,,same_range,,,,,,6,000001000000010000000000000010000000100000000000000000000100010000000000000100000000001100010000111000000010000000001000,91e9f476d84b3f3a559e2e24226ebeea53941a7e2b5260906a161ae44984e871,9,1
53a29cee0e8113a4bfcb9fb56cac4f74304c11264a9a9d32030bc34063af848f,011111001111111111111111111111111111111111111111111111011011011011111011111011111001111111111111111111111110110001111111,U,U/pool/field_00016/attempt_0/params_e2fb924337ebde22,candidate_train,"{""attempt"": 0, ""m"": 102}",13349480423077743689,,same_range,,,,,,105,011111001111111111111111111111110111111111111101111111011011011011111011011011111001111111111111111111111110110001111111,8031c2207242309a33bc640d77cd345f4b2bc8e68882868ec8f72cc51f4246f6,3,1
ff67a2a32b104aa63738fae371bd6c2c195478afb6b913932e187ac25c1c90ca,000000000000000000000000000000000000000000000000000000000100000100010100100000000000000000000000010000001110001000000000,U,U/pool/field_00017/attempt_0/params_ff4e650001755113,candidate_train,"{""attempt"": 0, ""m"": 14}",13349480423077743689,,same_range,,,,,,10,000000000000000000000000000000001000000000000010000000000100000100010100100000001000000000000010010000001110001000000000,90249c0a0efca524be8925bd43a6a64e261bccc3bcf06578fe2350c7d0d4ddea,4,1
7f2eec727d08ea55357e1340d9f4fc2423624880dc223674271b705f92717744,001000001000101000111100110100111000001110000110110101010000100001010001011110010110000010111000010000101000000101001001,U,U/pool/field_00018/attempt_0/params_963376c205c66fa2,candidate_train,"{""attempt"": 0, ""m"": 49}",13349480423077743689,,same_range,,,,,,46,001000001000101000111100110101111000001110000110110101010000100001010001011110010110000010111000010001101000000101101001,232a5460b7e0a7f4f755f14fe4cc8da8979f1e7143d8fcd4e17049bd1583f788,3,1
92ffbac8aa59c2e78f5e2c9e58d1e10468966e924725d789c5de82a6d21b9fcd,111111111111111111111111011111011101111010111111111111111111111111111111111111101111011111111111111111111111111111111111,U,U/pool/field_00019/attempt_0/params_4d274723792a61d3,candidate_train,"{""attempt"": 0, ""m"": 105}",13349480423077743689,,same_range,,,,,,113,111111110101111111111110011111011101111010111111111111011110111111111111111111101101011111111111111111101111111110111111,2a34bb7f00f2ef8e136155c1565f4c35d63fc39c72e14191f4847db0c9ca30a1,8,1
7d1f45e0ca388cf2fd623514a45b8004f70b6cd05c4f76a71c38377258af4d70,101111011110101110011111110111110111111111110111101111111111110111110111110111110111001111101111111011111011110111110011,U,U/pool/field_00020/attempt_0/params_ec8aafd17a35e61a,candidate_train,"{""attempt"": 0, ""m"": 92}",13349480423077743689,,same_range,,,,,,98,101111011110101110011111110101010111111111110111101111111110110111110111110111110110001111101110111011011011110111110011,b54d51a2809506f510e8c27ec5fc6612a0c956bc298342fa1cad809f205464ae,6,1
49674f0e5e138011c7b8c6ba546d62610efa58680b02a81578f18d83c2439a52,101111011111111111111011011010011101111111110111111011110100111111111011111011011011101100001111101010110101011111011111,U,U/pool/field_00021/attempt_0/params_fe4aa3cbd43d1f03,candidate_train,"{""attempt"": 0, ""m"": 87}",13349480423077743689,,same_range,,,,,,91,101011011111111111111011011010011101111111010111111011010100111111111010111011011011101100001111101010110101011111011111,5899898bced7054131f2fff5604299b1323e9655bc605e30dd8857e35f8610bf,4,1
e52e2cbe13b0fcfa93757357714195624bc83889df675a7c5fa918763899be4e,101001011101011100111101111101110100111011111111111111001111011110001010110111001011110011110111010111000011110111101011,U,U/pool/field_00022/attempt_0/params_fa3f574cbab8d9bb,candidate_train,"{""attempt"": 0, ""m"": 79}",13349480423077743689,,same_range,,,,,,82,101001011101011100111101111101110100111011101111111111001111011110001010110111001010110011110111010111000010110111101011,ccfcb1aec42dcc9f8dfa4fa199048e4b403e0d0cbe76da71d16e16628661769a,3,1
99cb2aea3e678e10b8b71e028a18553e68e79a0ba510eef4f8380283eb9f8de1,000110000100000010011111110111110011111011010000101000000000011000000001100001101110000000001011000101000001101011010011,U,U/pool/field_00023/attempt_0/params_9d061dd6086ef63c,candidate_train,"{""attempt"": 0, ""m"": 47}",13349480423077743689,,same_range,,,,,,48,000110010100000010011111110111010010111011010000101000000010011000000001100001101110000000001011000101000001101011010010,ef79c162d723eeb6772f6cccd5a126119a212ad7e082d6f187fbd36496c85b12,5,1
9f2a8b3b378e6ac6036ce91e829e4ef0d5518a779a06c24758c25009c7153172,000000000000100000010000000000000000000000110000000000000000000000000011010000010000010100000010000000000000000000000000,U,U/pool/field_00024/attempt_0/params_1e439a4990f1bf3f,candidate_train,"{""attempt"": 0, ""m"": 16}",13349480423077743689,,same_range,,,,,,11,000000000010100000010000000000000000000000110010000000000000100000000011010000010000010100000010000000000000100001000000,8e9aa5e0835834cf79fef53db8ebc641a38d427bc760c318958ea72ac21eef91,5,1
b6da8db5be17d1921f0832e3b2f48e27d6442f5ffb6272871fedf1013496a321,101111101111111101101101110001110111101111101101011011111011101110101110111111100111011111111111111111111111110111111011,U,U/pool/field_00025/attempt_0/params_ec8aafd17a35e61a,candidate_train,"{""attempt"": 0, ""m"": 92}",13349480423077743689,,same_range,,,,,,96,101111101111111101101101110001110111101111101101011011111011101110101110111111100110011111111011101111111111110111111010,130979a88807ddea9a33c84dad822110a7e987d9897a4dc956de468c0b192f70,4,1
ff853dc5171b7a4d365f1a191845e1d2301c69d19f5b653875254e46e4ac434b,010100010110001001110110001011000101011001000001000110000011001110000000001000001001001110001010100101111101001000000111,U,U/pool/field_00026/attempt_0/params_963376c205c66fa2,candidate_train,"{""attempt"": 0, ""m"": 49}",13349480423077743689,,same_range,,,,,,47,010100010110001001110110001011000101011001000001000110100011001110000000001000101001001110001010100101111101001000000111,895fee369a17fc4de5418a1bd002ff7e3a412858329dff12ba63a69b8b6a9592,2,1
dbef953d9aec02182b54f8681532f0875a1ce0a2d883d20774edcda81c89dd46,011111101011010100101111111111111101111100101011110100111000111110110000110101111011110100110001011111100100101110101100,U,U/pool/field_00027/attempt_0/params_14e974f4f5a3d8c2,candidate_train,"{""attempt"": 0, ""m"": 77}",13349480423077743689,,same_range,,,,,,77,011111101011010100101111111111111101111100101011110100111000111110110000110101111011110100110001011111100100101110101100,dbef953d9aec02182b54f8681532f0875a1ce0a2d883d20774edcda81c89dd46,0,0
