gene_id,bits,source,family_id,split_role,generator_parameters,seed,parent_old_index,parameter_regime,selection_method,selection_rank,selection_distance_squared,display_region_id,experiment_groups,magnet_cells,raw_bits,raw_gene_id,repair_changed_cells,repair_passes,nearest_old_train_hamming,magnet_area_sector_mm2,magnet_area_full_motor_mm2,status,tavg_nm,delta_t_nm,condition_fingerprint,waveform_reference,source_package_identity,source_label_reference
3531bf0629dd7855a0db68d4b5d64982e43cf9a20886bd82ce6ce7fce7a26e5d,111111111111111111111111111111111110111000110000000000000000000000000000000000000000000000000000001000011110011111011111,B,B/pool/field_00234/attempt_0/params_bc5ff2699da2671a,train,"{""attempt"": 0, ""m"": 55, ""scale"": [4, 4]}",13349480423077743689,,same_range,F,1,11.491185934906131,2,F-S;F-E,55,111111111111111111111111111111111110111000110000000000000000000000000000000000000000000000000000001000011110011111011111,3531bf0629dd7855a0db68d4b5d64982e43cf9a20886bd82ce6ce7fce7a26e5d,0,0,45,52.21361566641633,208.85446266566532,verified,1.5308006614533831,3.720103509648067,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/3531bf0629dd7855a0db68d4b5d64982e43cf9a20886bd82ce6ce7fce7a26e5d/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/3531bf0629dd7855a0db68d4b5d64982e43cf9a20886bd82ce6ce7fce7a26e5d/label.json
17fd29449612c47215d290731dd117b1a69b320be0e4ca048b6866d459fa5865,000000000000000000000000000000000000000000010000011000000000000000000000000000000000000000000000001100000000000000000000,L,L/pool/field_03028/attempt_0/params_7c29f302098aab9a,train,"{""attempt"": 0, ""m"": 12, ""scale"": [0.5, 0.5]}",13349480423077743689,,same_range,F,2,3.341269317565591,5,F-S;F-E,5,000000100000000000010001000000000000000000010000011000000010000000000000000100000001000000000000001100000000000000000010,0d45a88a23553c67a98e944ff064379936a13cf3ecfe492a5a67b0bacfa89f96,7,1,42,4.699468905775687,18.797875623102748,verified,0.20606679311407441,0.07594129921124568,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/17fd29449612c47215d290731dd117b1a69b320be0e4ca048b6866d459fa5865/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/17fd29449612c47215d290731dd117b1a69b320be0e4ca048b6866d459fa5865/label.json
91223eab732094885c3565cf05439b61ab6ba64bd0db7ae2ee1d7a2146041645,000111100111111111111111111111100011000000000000000000000000000000000000000000000000000000000000000000000000100000110000,B,B/pool/field_01686/attempt_0/params_b5a6628b8b14481c,train,"{""attempt"": 0, ""m"": 31, ""scale"": [4, 4]}",13349480423077743689,,same_range,F,3,6.127462025052797,7,F-S;F-E,31,000111100111111111111111111111100011000000000000000000000000000000000000000000000000000000000000000000000000100000110000,91223eab732094885c3565cf05439b61ab6ba64bd0db7ae2ee1d7a2146041645,0,0,44,29.513314050399998,118.05325620159999,verified,0.6987261279203208,1.937965505519611,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/91223eab732094885c3565cf05439b61ab6ba64bd0db7ae2ee1d7a2146041645/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/91223eab732094885c3565cf05439b61ab6ba64bd0db7ae2ee1d7a2146041645/label.json
bae6e79e5618a7ae807dba3f683fd24efdba945de8dd25ebfb66caad3eae6d62,000011000011000011000001000001000001000001000000000000000000000000000000000000000000000000000000000000000000100000100000,B,B/pool/field_01819/attempt_0/params_f1390d55c590d8ed,train,"{""attempt"": 0, ""m"": 13, ""scale"": [4, 8]}",13349480423077743689,,same_range,F,4,3.2011475188465464,3,F-S;F-E,12,000011000011000011000001000001000001000001000000000000000000000000000000000000000000000000000000000000000000100000100001,d723fb322ad43c099fd7e785bdfc00e998f62816215f114659d6f7b852f198e5,1,1,43,11.691044925525576,46.764179702102304,verified,0.2694362867406605,0.8567527751695593,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/bae6e79e5618a7ae807dba3f683fd24efdba945de8dd25ebfb66caad3eae6d62/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/bae6e79e5618a7ae807dba3f683fd24efdba945de8dd25ebfb66caad3eae6d62/label.json
7146bd77ae333017794e53f66ec0fc56247425021423872bb7cc6b85a07572b7,000000000000000000001000011100011110011111001111000111000111000011000011000011000001000001000000000000000000000000000000,B,B/pool/field_04002/attempt_0/params_b5a6628b8b14481c,train,"{""attempt"": 0, ""m"": 31, ""scale"": [4, 4]}",13349480423077743689,,same_range,F,5,1.7056848137453782,3,F-S;F-E,31,000000000000000000001000011100011110011111001111000111000111000011000011000011000001000001000000000000000000000000000000,7146bd77ae333017794e53f66ec0fc56247425021423872bb7cc6b85a07572b7,0,0,42,29.984072593638327,119.93629037455331,verified,1.2429353908637304,1.3082847488378633,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/7146bd77ae333017794e53f66ec0fc56247425021423872bb7cc6b85a07572b7/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/7146bd77ae333017794e53f66ec0fc56247425021423872bb7cc6b85a07572b7/label.json
3dbafc3b3126b75adac66808ade3732e3e7b35af5350ff9f4f95c9f8724e29d8,110000111000111111111111111111111111111111111111111111111100111000111000111000111000111000111000111111111111111111111111,B,B/pool/field_02638/attempt_0/params_95f9cbed4e662d91,train,"{""attempt"": 0, ""m"": 93, ""scale"": [4, 4]}",13349480423077743689,,same_range,F,6,5.393083792820554,8,F-S;F-E,93,110000111000111111111111111111111111111111111111111111111100111000111000111000111000111000111000111111111111111111111111,3dbafc3b3126b75adac66808ade3732e3e7b35af5350ff9f4f95c9f8724e29d8,0,0,29,87.82568780973494,351.3027512389398,verified,3.370492742699367,2.689421669473089,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/3dbafc3b3126b75adac66808ade3732e3e7b35af5350ff9f4f95c9f8724e29d8/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/3dbafc3b3126b75adac66808ade3732e3e7b35af5350ff9f4f95c9f8724e29d8/label.json
2a29855c114de7c1fcdf174c91250f312a2e7312572afddaf1bae1b4bf055336,110000000000011000010101000001001000000101000010011010101001010000100100011010000000000000000000011000011000010100001100,L,L/pool/field_01616/attempt_0/params_26d132ecc01d7d14,train,"{""attempt"": 0, ""m"": 34, ""scale"": [0.5, 0.5]}",13349480423077743689,,same_range,F,7,1.4830286442651803,5,F-S;F-E,32,110000000000011000010101000001001000000101000010011010101001010000100100011010000000000100000001011000011000010100001100,9088a11018400f832a31636081433a222f73c0b3d9cce093484986314d4e2503,2,1,43,30.310356963262105,121.24142785304842,verified,1.1933223836845892,0.428527483645345,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/2a29855c114de7c1fcdf174c91250f312a2e7312572afddaf1bae1b4bf055336/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/2a29855c114de7c1fcdf174c91250f312a2e7312572afddaf1bae1b4bf055336/label.json
d6fb350aede62866e90d2d55571bd1fe6157e23395b30e463ce20ab64b5320af,111111111111111111011111001111000011000000000000000000000000000000000000000000111110111111111111111111111111111111000001,B,B/pool/field_00642/attempt_0/params_a471c4cd6ce7fcde,train,"{""attempt"": 0, ""m"": 65, ""scale"": [4, 4]}",13349480423077743689,,same_range,F,8,2.805091902774166,7,F-S;F-E,65,111111111111111111011111001111000011000000000000000000000000000000000000000000111110111111111111111111111111111111000001,d6fb350aede62866e90d2d55571bd1fe6157e23395b30e463ce20ab64b5320af,0,0,43,62.00214675513049,248.00858702052196,verified,2.2800463704386433,2.284788674617102,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/d6fb350aede62866e90d2d55571bd1fe6157e23395b30e463ce20ab64b5320af/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/d6fb350aede62866e90d2d55571bd1fe6157e23395b30e463ce20ab64b5320af/label.json
23af8ee97e02a80cee7b449a0edab9b6c50cc4820f5bc14d66b03e0995f54bad,100001100101101010000100001010000011000001011001000111110100011000010110001010000011000010001010001101001000100000011000,U,U/pool/field_02439/attempt_0/params_24768e62d6866064,train,"{""attempt"": 0, ""m"": 43}",13349480423077743689,,same_range,F,9,0.8034468410066633,10,F-S;F-E,42,100001100101101010000100001010100011000001011001000111110100011000010110001010000011000010001010001101001000100000011000,b49592d7761d4c4365c9c86dd6db17921289016525fa3806f0ffb73ccc201ad7,1,1,42,40.147587211621676,160.5903488464867,verified,1.5684043642172802,0.6265548924239208,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/23af8ee97e02a80cee7b449a0edab9b6c50cc4820f5bc14d66b03e0995f54bad/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/23af8ee97e02a80cee7b449a0edab9b6c50cc4820f5bc14d66b03e0995f54bad/label.json
662e5ecc2a959bc50cc47a1466f95cec3f5fa6051582d4ae884466c8025639b9,111110111110111111111111111111111110111110111110111110111110111110111110111110111110111110111110111110111111111111111111,B,B/pool/field_02993/attempt_0/params_7dea035134513cd9,train,"{""attempt"": 0, ""m"": 106, ""scale"": [2, 8]}",13349480423077743689,,same_range,F,10,3.2704133531310853,4,F-S;F-E,106,111110111110111111111111111111111110111110111110111110111110111110111110111110111110111110111110111110111111111111111111,662e5ecc2a959bc50cc47a1466f95cec3f5fa6051582d4ae884466c8025639b9,0,0,21,100.2650764884773,401.0603059539092,verified,3.906297308700338,1.7463689174010306,97cd342fe5d68919dffee97fe5ff2d37bcfdbfd461eb357e9ca92f75ee05c712,received/full_run_records.zip!/662e5ecc2a959bc50cc47a1466f95cec3f5fa6051582d4ae884466c8025639b9/label.json,739e916a53c1b452668a50af0be232c7fc939925509b2a301349d1d50853c70c,received/full_run_records.zip!/662e5ecc2a959bc50cc47a1466f95cec3f5fa6051582d4ae884466c8025639b9/label.json
